time,open,high,low,close,volume,symbol
2026-05-04 07:00:00,21.9,22.2,21.0,21.5,32400,SCL
2026-05-04 07:00:00,8.0,8.3,8.0,8.3,16300,SD3
2026-05-04 07:00:00,27.5,27.5,27.5,27.5,15000,SFI
2026-05-04 07:00:00,10.9,10.9,10.9,10.9,100,SGI
2026-05-04 07:00:00,3.7,3.8,3.6,3.8,6400,SHN
2026-05-04 07:00:00,17.1,17.3,16.9,16.9,7359200,SHS
2026-05-04 07:00:00,14.3,14.4,14.3,14.4,300,SID
2026-05-04 07:00:00,9.7,10.0,9.6,10.0,17900,SMT
2026-05-04 07:00:00,7.2,7.53,7.2,7.4,1500,SRF
2026-05-04 07:00:00,16.7,16.75,16.6,16.75,1989700,SSB
2026-05-04 07:00:00,67.6,68.1,66.2,66.2,4121200,STB
2026-05-04 07:00:00,14.4,14.4,14.4,14.4,100,STC
2026-05-04 07:00:00,36.1,36.1,36.1,36.1,1000,STG
2026-05-04 07:00:00,17.1,17.35,17.05,17.35,2900,SVC
2026-05-04 07:00:00,23.9,25.3,23.9,24.8,9000,SWC
2026-05-04 07:00:00,33.05,33.3,33.05,33.3,300,TBC
2026-05-04 07:00:00,10.4,10.6,10.4,10.6,101200,TCI
2026-05-04 07:00:00,31.7,32.1,31.6,32.1,11200,TCW
2026-05-04 07:00:00,7.0,7.1,7.0,7.1,34200,TD6
2026-05-04 07:00:00,10.95,11.0,10.9,11.0,19900,TDC
2026-05-04 07:00:00,8.7,8.7,8.7,8.7,100,TDS
2026-05-04 07:00:00,7.8,7.9,7.7,7.9,26300,TDT
2026-05-04 07:00:00,48.0,50.5,48.0,50.5,600,TDW
2026-05-04 07:00:00,49.5,49.5,49.5,49.5,10200,TFC
2026-05-04 07:00:00,7.3,7.3,7.0,7.3,31900,TH1
2026-05-04 07:00:00,44.1,44.35,43.8,43.8,37500,THG
2026-05-04 07:00:00,8.8,8.8,8.7,8.8,17900,THT
2026-05-04 07:00:00,17.5,17.5,17.0,17.0,300,THW
2026-05-04 07:00:00,16.2,16.2,14.6,14.6,21600,TJC
2026-05-04 07:00:00,56.9,56.9,56.5,56.7,1700,TMB
2026-05-04 07:00:00,13.1,13.1,12.5,12.5,26900,TMT
2026-05-04 07:00:00,10.25,10.4,9.97,10.35,27200,TNT
2026-05-04 07:00:00,16.9,16.9,16.0,16.0,4100,TNV
2026-05-04 07:00:00,12.7,12.7,12.7,12.7,1500,TNW
2026-05-04 07:00:00,16.25,16.45,16.25,16.3,6862500,TPB
2026-05-04 07:00:00,74.0,75.8,73.8,75.8,49100,TRC
2026-05-04 07:00:00,31.0,31.0,31.0,31.0,300,TRS
2026-05-04 07:00:00,13.1,13.6,13.0,13.2,5100,TRV
2026-05-04 07:00:00,5.8,5.8,5.8,5.8,4700,TS3
2026-05-04 07:00:00,5.3,5.6,5.2,5.5,26600,TT6
2026-05-04 07:00:00,9.45,9.45,9.45,9.45,100,TTC
2026-05-04 07:00:00,2.65,2.68,2.64,2.65,286800,TTF
2026-05-04 07:00:00,15.4,15.4,15.1,15.1,28900,TTN
2026-05-04 07:00:00,27.3,27.9,26.9,27.1,62200,TV1
2026-05-04 07:00:00,8.5,8.6,8.4,8.6,389400,TVN
2026-05-04 07:00:00,4.3,4.4,4.3,4.4,1100,TXM
2026-05-04 07:00:00,3.3,3.4,3.1,3.1,43100,UDC
2026-05-04 07:00:00,65.0,65.0,65.0,65.0,100,UIC
2026-05-04 07:00:00,4.7,4.7,4.7,4.7,100,UPH
2026-05-04 07:00:00,13.4,14.2,13.4,13.7,316000,VBB
2026-05-04 07:00:00,14.0,14.0,14.0,14.0,58100,VBT
2026-05-04 07:00:00,23.0,23.0,23.0,23.0,100,VC6
2026-05-04 07:00:00,6.8,6.8,6.8,6.8,300,VCA
2026-05-04 07:00:00,10.3,10.3,10.3,10.3,700,VCC
2026-05-04 07:00:00,22.35,23.25,22.25,22.8,13003100,VCG
2026-05-04 07:00:00,26.3,26.7,26.15,26.15,6414400,VCI
2026-05-04 07:00:00,34.55,34.8,34.15,34.15,1939500,VCK
2026-05-04 07:00:00,23.4,24.1,23.4,24.0,8500,VCP
2026-05-04 07:00:00,14.45,14.6,14.15,14.4,419500,VDS
2026-05-04 07:00:00,4.0,4.0,4.0,4.0,700,VE9
2026-05-04 07:00:00,98.0,98.0,96.0,96.2,8700,VEF
2026-05-04 07:00:00,15.6,15.6,15.6,15.6,100,VET
2026-05-04 07:00:00,50.5,51.0,50.0,50.2,8900,VFG
2026-05-04 07:00:00,52.0,52.0,42.5,42.5,900,VGV
2026-05-04 07:00:00,61.2,62.8,61.2,61.7,1678300,VHC
2026-05-04 07:00:00,10.5,10.5,10.5,10.5,100,VHL
2026-05-04 07:00:00,148.5,149.0,141.7,142.0,5533800,VHM
2026-05-04 07:00:00,15.7,15.8,15.7,15.8,12200,VIF
2026-05-04 07:00:00,4.6,4.6,4.4,4.6,55100,VIG
2026-05-04 07:00:00,178.5,180.0,176.2,179.9,1174600,VJC
2026-05-04 07:00:00,46.0,46.0,45.9,46.0,1800,VLB
2026-05-04 07:00:00,13.5,13.7,13.4,13.4,72000,VLC
2026-05-04 07:00:00,17.0,17.0,15.9,15.9,5800,VLS
2026-05-04 07:00:00,14.95,14.95,14.95,14.95,400,VMD
2026-05-04 07:00:00,6.66,6.8,6.65,6.8,2500,VNG
2026-05-04 07:00:00,7.0,7.0,6.3,6.3,2200,VNI
2026-05-04 07:00:00,19.05,19.05,18.2,19.05,9300,VNL
2026-05-04 07:00:00,19.2,19.2,18.8,18.9,63500,VNP
2026-05-04 07:00:00,20.6,20.8,20.6,20.8,16000,VNR
2026-05-04 07:00:00,12.6,12.7,12.5,12.55,598800,VOS
2026-05-04 07:00:00,3.51,3.54,3.47,3.48,209900,VPG
2026-05-04 07:00:00,3.53,3.53,3.43,3.47,84300,VPH
2026-05-04 07:00:00,27.7,27.7,27.2,27.3,927800,VPX
2026-05-04 07:00:00,32.7,33.8,32.55,33.7,10352200,VRE
2026-05-04 07:00:00,17.1,17.1,16.9,17.1,3500,VRG
2026-05-04 07:00:00,26.0,26.2,26.0,26.0,14500,VSF
2026-05-04 07:00:00,42.5,42.95,42.5,42.95,1100,VSH
2026-05-04 07:00:00,27.3,27.3,27.3,27.3,500,VSI
2026-05-04 07:00:00,6.0,6.2,5.9,6.1,166100,VTD
2026-05-04 07:00:00,112.4,116.4,110.9,114.8,76400,VVS
2026-05-04 07:00:00,11.8,11.8,11.8,11.8,5000,X20
